Relative_humidity,Date (GMT+1)
43.0,2021-05-01T13:00:00
42.0,2021-05-01T14:00:00
42.0,2021-05-01T15:00:00
42.0,2021-05-01T16:00:00
44.0,2021-05-01T17:00:00
47.0,2021-05-01T18:00:00
52.0,2021-05-01T19:00:00
59.0,2021-05-01T20:00:00
64.0,2021-05-01T21:00:00
67.0,2021-05-01T22:00:00
69.0,2021-05-01T23:00:00
70.0,2021-05-02T00:00:00
72.0,2021-05-01T01:00:00
73.0,2021-05-01T02:00:00
74.0,2021-05-01T03:00:00
75.0,2021-05-01T04:00:00
75.0,2021-05-01T05:00:00
73.0,2021-05-01T06:00:00
65.0,2021-05-01T07:00:00
58.0,2021-05-01T08:00:00
52.0,2021-05-01T09:00:00
48.0,2021-05-01T10:00:00
44.0,2021-05-01T11:00:00
41.0,2021-05-01T12:00:00
38.0,2021-05-01T13:00:00
37.0,2021-05-01T14:00:00
36.0,2021-05-01T15:00:00
35.0,2021-05-01T16:00:00
35.0,2021-05-01T17:00:00
37.0,2021-05-01T18:00:00
41.0,2021-05-01T19:00:00
46.0,2021-05-01T20:00:00
51.0,2021-05-01T21:00:00
54.0,2021-05-01T22:00:00
56.0,2021-05-01T23:00:00
58.0,2021-05-02T00:00:00
60.0,2021-05-01T01:00:00
62.0,2021-05-01T02:00:00
64.0,2021-05-01T03:00:00
65.0,2021-05-01T04:00:00
66.0,2021-05-01T05:00:00
65.0,2021-05-01T06:00:00
61.0,2021-05-01T07:00:00
57.0,2021-05-01T08:00:00
52.0,2021-05-01T09:00:00
49.0,2021-05-01T10:00:00
48.0,2021-05-01T11:00:00
47.0,2021-05-01T12:00:00
48.0,2021-05-01T13:00:00
49.0,2021-05-01T14:00:00
50.0,2021-05-01T15:00:00
52.0,2021-05-01T16:00:00
55.0,2021-05-01T17:00:00
58.0,2021-05-01T18:00:00
63.0,2021-05-01T19:00:00
68.0,2021-05-01T20:00:00
74.0,2021-05-01T21:00:00
77.0,2021-05-01T22:00:00
80.0,2021-05-01T23:00:00
82.0,2021-05-02T00:00:00
84.0,2021-05-01T01:00:00
86.0,2021-05-01T02:00:00
87.0,2021-05-01T03:00:00
88.0,2021-05-01T04:00:00
89.0,2021-05-01T05:00:00
89.0,2021-05-01T06:00:00
86.0,2021-05-01T07:00:00
82.0,2021-05-01T08:00:00
79.0,2021-05-01T09:00:00
76.0,2021-05-01T10:00:00
74.0,2021-05-01T11:00:00
72.0,2021-05-01T12:00:00
71.0,2021-05-01T13:00:00
72.0,2021-05-01T14:00:00
73.0,2021-05-01T15:00:00
76.0,2021-05-01T16:00:00
78.0,2021-05-01T17:00:00
81.0,2021-05-01T18:00:00
85.0,2021-05-01T19:00:00
88.0,2021-05-01T20:00:00
90.0,2021-05-01T21:00:00
92.0,2021-05-01T22:00:00
92.0,2021-05-01T23:00:00
93.0,2021-05-02T00:00:00
93.0,2021-05-01T01:00:00
94.0,2021-05-01T02:00:00
94.0,2021-05-01T03:00:00
94.0,2021-05-01T04:00:00
94.0,2021-05-01T05:00:00
93.0,2021-05-01T06:00:00
92.0,2021-05-01T07:00:00
90.0,2021-05-01T08:00:00
87.0,2021-05-01T09:00:00
84.0,2021-05-01T10:00:00
82.0,2021-05-01T11:00:00
79.0,2021-05-01T12:00:00
78.0,2021-05-01T13:00:00
76.0,2021-05-01T14:00:00
76.0,2021-05-01T15:00:00
77.0,2021-05-01T16:00:00
78.0,2021-05-01T17:00:00
80.0,2021-05-01T18:00:00
83.0,2021-05-01T19:00:00
87.0,2021-05-01T20:00:00
90.0,2021-05-01T21:00:00
91.0,2021-05-01T22:00:00
92.0,2021-05-01T23:00:00
93.0,2021-05-02T00:00:00
94.0,2021-05-01T01:00:00
95.0,2021-05-01T02:00:00
95.0,2021-05-01T03:00:00
95.0,2021-05-01T04:00:00
95.0,2021-05-01T05:00:00
95.0,2021-05-01T06:00:00
92.0,2021-05-01T07:00:00
88.0,2021-05-01T08:00:00
83.0,2021-05-01T09:00:00
78.0,2021-05-01T10:00:00
75.0,2021-05-01T11:00:00
74.0,2021-05-01T12:00:00
73.0,2021-05-01T13:00:00
73.0,2021-05-01T14:00:00
73.0,2021-05-01T15:00:00
75.0,2021-05-01T16:00:00
77.0,2021-05-01T17:00:00
79.0,2021-05-01T18:00:00
81.0,2021-05-01T19:00:00
84.0,2021-05-01T20:00:00
87.0,2021-05-01T21:00:00
89.0,2021-05-01T22:00:00
90.0,2021-05-01T23:00:00
91.0,2021-05-02T00:00:00
91.0,2021-05-01T01:00:00
92.0,2021-05-01T02:00:00
92.0,2021-05-01T03:00:00
93.0,2021-05-01T04:00:00
93.0,2021-05-01T05:00:00
92.0,2021-05-01T06:00:00
88.0,2021-05-01T07:00:00
83.0,2021-05-01T08:00:00
78.0,2021-05-01T09:00:00
73.0,2021-05-01T10:00:00
70.0,2021-05-01T11:00:00
67.0,2021-05-01T12:00:00
66.0,2021-05-01T13:00:00
65.0,2021-05-01T14:00:00
64.0,2021-05-01T15:00:00
64.0,2021-05-01T16:00:00
64.0,2021-05-01T17:00:00
66.0,2021-05-01T18:00:00
70.0,2021-05-01T19:00:00
78.0,2021-05-01T20:00:00
84.0,2021-05-01T21:00:00
87.0,2021-05-01T22:00:00
88.0,2021-05-01T23:00:00
89.0,2021-05-02T00:00:00
90.0,2021-05-01T01:00:00
90.0,2021-05-01T02:00:00
91.0,2021-05-01T03:00:00
91.0,2021-05-01T04:00:00
91.0,2021-05-01T05:00:00
90.0,2021-05-01T06:00:00
85.0,2021-05-01T07:00:00
81.0,2021-05-01T08:00:00
76.0,2021-05-01T09:00:00
72.0,2021-05-01T10:00:00
68.0,2021-05-01T11:00:00
66.0,2021-05-01T12:00:00
65.0,2021-05-01T13:00:00
65.0,2021-05-01T14:00:00
65.0,2021-05-01T15:00:00
67.0,2021-05-01T16:00:00
70.0,2021-05-01T17:00:00
73.0,2021-05-01T18:00:00
78.0,2021-05-01T19:00:00
83.0,2021-05-01T20:00:00
87.0,2021-05-01T21:00:00
89.0,2021-05-01T22:00:00
89.0,2021-05-01T23:00:00
90.0,2021-05-02T00:00:00
90.0,2021-05-01T01:00:00
91.0,2021-05-01T02:00:00
91.0,2021-05-01T03:00:00
92.0,2021-05-01T04:00:00
92.0,2021-05-01T05:00:00
91.0,2021-05-01T06:00:00
87.0,2021-05-01T07:00:00
83.0,2021-05-01T08:00:00
79.0,2021-05-01T09:00:00
74.0,2021-05-01T10:00:00
70.0,2021-05-01T11:00:00
67.0,2021-05-01T12:00:00
65.0,2021-05-01T13:00:00
65.0,2021-05-01T14:00:00
64.0,2021-05-01T15:00:00
64.0,2021-05-01T16:00:00
66.0,2021-05-01T17:00:00
69.0,2021-05-01T18:00:00
75.0,2021-05-01T19:00:00
82.0,2021-05-01T20:00:00
87.0,2021-05-01T21:00:00
89.0,2021-05-01T22:00:00
90.0,2021-05-01T23:00:00
91.0,2021-05-02T00:00:00
91.0,2021-05-01T01:00:00
92.0,2021-05-01T02:00:00
92.0,2021-05-01T03:00:00
92.0,2021-05-01T04:00:00
92.0,2021-05-01T05:00:00
90.0,2021-05-01T06:00:00
87.0,2021-05-01T07:00:00
83.0,2021-05-01T08:00:00
79.0,2021-05-01T09:00:00
75.0,2021-05-01T10:00:00
73.0,2021-05-01T11:00:00
72.0,2021-05-01T12:00:00
71.0,2021-05-01T13:00:00
70.0,2021-05-01T14:00:00
71.0,2021-05-01T15:00:00
71.0,2021-05-01T16:00:00
72.0,2021-05-01T17:00:00
74.0,2021-05-01T18:00:00
78.0,2021-05-01T19:00:00
82.0,2021-05-01T20:00:00
86.0,2021-05-01T21:00:00
87.0,2021-05-01T22:00:00
88.0,2021-05-01T23:00:00
88.0,2021-05-02T00:00:00
89.0,2021-05-01T01:00:00
89.0,2021-05-01T02:00:00
90.0,2021-05-01T03:00:00
90.0,2021-05-01T04:00:00
91.0,2021-05-01T05:00:00
90.0,2021-05-01T06:00:00
87.0,2021-05-01T07:00:00
84.0,2021-05-01T08:00:00
81.0,2021-05-01T09:00:00
77.0,2021-05-01T10:00:00
75.0,2021-05-01T11:00:00
72.0,2021-05-01T12:00:00
71.0,2021-05-01T13:00:00
69.0,2021-05-01T14:00:00
68.0,2021-05-01T15:00:00
68.0,2021-05-01T16:00:00
69.0,2021-05-01T17:00:00
70.0,2021-05-01T18:00:00
75.0,2021-05-01T19:00:00
82.0,2021-05-01T20:00:00
87.0,2021-05-01T21:00:00
89.0,2021-05-01T22:00:00
91.0,2021-05-01T23:00:00
92.0,2021-05-02T00:00:00
93.0,2021-05-01T01:00:00
93.0,2021-05-01T02:00:00
94.0,2021-05-01T03:00:00
95.0,2021-05-01T04:00:00
95.0,2021-05-01T05:00:00
93.0,2021-05-01T06:00:00
90.0,2021-05-01T07:00:00
84.0,2021-05-01T08:00:00
79.0,2021-05-01T09:00:00
73.0,2021-05-01T10:00:00
68.0,2021-05-01T11:00:00
65.0,2021-05-01T12:00:00
63.0,2021-05-01T13:00:00
62.0,2021-05-01T14:00:00
62.0,2021-05-01T15:00:00
62.0,2021-05-01T16:00:00
63.0,2021-05-01T17:00:00
65.0,2021-05-01T18:00:00
70.0,2021-05-01T19:00:00
78.0,2021-05-01T20:00:00
84.0,2021-05-01T21:00:00
87.0,2021-05-01T22:00:00
89.0,2021-05-01T23:00:00
90.0,2021-05-02T00:00:00
91.0,2021-05-01T01:00:00
92.0,2021-05-01T02:00:00
92.0,2021-05-01T03:00:00
93.0,2021-05-01T04:00:00
93.0,2021-05-01T05:00:00
91.0,2021-05-01T06:00:00
88.0,2021-05-01T07:00:00
83.0,2021-05-01T08:00:00
77.0,2021-05-01T09:00:00
72.0,2021-05-01T10:00:00
68.0,2021-05-01T11:00:00
65.0,2021-05-01T12:00:00
61.0,2021-05-01T13:00:00
58.0,2021-05-01T14:00:00
56.0,2021-05-01T15:00:00
55.0,2021-05-01T16:00:00
55.0,2021-05-01T17:00:00
56.0,2021-05-01T18:00:00
61.0,2021-05-01T19:00:00
69.0,2021-05-01T20:00:00
74.0,2021-05-01T21:00:00
76.0,2021-05-01T22:00:00
77.0,2021-05-01T23:00:00
78.0,2021-05-02T00:00:00
78.0,2021-05-01T01:00:00
78.0,2021-05-01T02:00:00
79.0,2021-05-01T03:00:00
79.0,2021-05-01T04:00:00
78.0,2021-05-01T05:00:00
76.0,2021-05-01T06:00:00
71.0,2021-05-01T07:00:00
67.0,2021-05-01T08:00:00
63.0,2021-05-01T09:00:00
60.0,2021-05-01T10:00:00
59.0,2021-05-01T11:00:00
58.0,2021-05-01T12:00:00
58.0,2021-05-01T13:00:00
58.0,2021-05-01T14:00:00
59.0,2021-05-01T15:00:00
59.0,2021-05-01T16:00:00
60.0,2021-05-01T17:00:00
62.0,2021-05-01T18:00:00
65.0,2021-05-01T19:00:00
70.0,2021-05-01T20:00:00
75.0,2021-05-01T21:00:00
79.0,2021-05-01T22:00:00
80.0,2021-05-01T23:00:00
82.0,2021-05-02T00:00:00
82.0,2021-05-01T01:00:00
83.0,2021-05-01T02:00:00
83.0,2021-05-01T03:00:00
84.0,2021-05-01T04:00:00
84.0,2021-05-01T05:00:00
82.0,2021-05-01T06:00:00
79.0,2021-05-01T07:00:00
75.0,2021-05-01T08:00:00
71.0,2021-05-01T09:00:00
67.0,2021-05-01T10:00:00
64.0,2021-05-01T11:00:00
63.0,2021-05-01T12:00:00
62.0,2021-05-01T13:00:00
61.0,2021-05-01T14:00:00
60.0,2021-05-01T15:00:00
60.0,2021-05-01T16:00:00
61.0,2021-05-01T17:00:00
61.0,2021-05-01T18:00:00
64.0,2021-05-01T19:00:00
69.0,2021-05-01T20:00:00
75.0,2021-05-01T21:00:00
78.0,2021-05-01T22:00:00
80.0,2021-05-01T23:00:00
82.0,2021-05-02T00:00:00
83.0,2021-05-01T01:00:00
84.0,2021-05-01T02:00:00
86.0,2021-05-01T03:00:00
87.0,2021-05-01T04:00:00
87.0,2021-05-01T05:00:00
86.0,2021-05-01T06:00:00
83.0,2021-05-01T07:00:00
79.0,2021-05-01T08:00:00
75.0,2021-05-01T09:00:00
70.0,2021-05-01T10:00:00
67.0,2021-05-01T11:00:00
64.0,2021-05-01T12:00:00
62.0,2021-05-01T13:00:00
59.0,2021-05-01T14:00:00
57.0,2021-05-01T15:00:00
55.0,2021-05-01T16:00:00
54.0,2021-05-01T17:00:00
55.0,2021-05-01T18:00:00
57.0,2021-05-01T19:00:00
67.0,2021-05-01T20:00:00
76.0,2021-05-01T21:00:00
80.0,2021-05-01T22:00:00
82.0,2021-05-01T23:00:00
84.0,2021-05-02T00:00:00
85.0,2021-05-01T01:00:00
86.0,2021-05-01T02:00:00
86.0,2021-05-01T03:00:00
86.0,2021-05-01T04:00:00
85.0,2021-05-01T05:00:00
81.0,2021-05-01T06:00:00
76.0,2021-05-01T07:00:00
69.0,2021-05-01T08:00:00
62.0,2021-05-01T09:00:00
57.0,2021-05-01T10:00:00
53.0,2021-05-01T11:00:00
51.0,2021-05-01T12:00:00
50.0,2021-05-01T13:00:00
50.0,2021-05-01T14:00:00
51.0,2021-05-01T15:00:00
54.0,2021-05-01T16:00:00
59.0,2021-05-01T17:00:00
62.0,2021-05-01T18:00:00
67.0,2021-05-01T19:00:00
73.0,2021-05-01T20:00:00
78.0,2021-05-01T21:00:00
82.0,2021-05-01T22:00:00
84.0,2021-05-01T23:00:00
84.0,2021-05-02T00:00:00
85.0,2021-05-01T01:00:00
85.0,2021-05-01T02:00:00
85.0,2021-05-01T03:00:00
84.0,2021-05-01T04:00:00
84.0,2021-05-01T05:00:00
83.0,2021-05-01T06:00:00
80.0,2021-05-01T07:00:00
77.0,2021-05-01T08:00:00
75.0,2021-05-01T09:00:00
72.0,2021-05-01T10:00:00
71.0,2021-05-01T11:00:00
69.0,2021-05-01T12:00:00
67.0,2021-05-01T13:00:00
66.0,2021-05-01T14:00:00
66.0,2021-05-01T15:00:00
66.0,2021-05-01T16:00:00
67.0,2021-05-01T17:00:00
69.0,2021-05-01T18:00:00
71.0,2021-05-01T19:00:00
76.0,2021-05-01T20:00:00
79.0,2021-05-01T21:00:00
81.0,2021-05-01T22:00:00
82.0,2021-05-01T23:00:00
83.0,2021-05-02T00:00:00
83.0,2021-05-01T01:00:00
84.0,2021-05-01T02:00:00
85.0,2021-05-01T03:00:00
86.0,2021-05-01T04:00:00
86.0,2021-05-01T05:00:00
86.0,2021-05-01T06:00:00
83.0,2021-05-01T07:00:00
80.0,2021-05-01T08:00:00
78.0,2021-05-01T09:00:00
76.0,2021-05-01T10:00:00
75.0,2021-05-01T11:00:00
75.0,2021-05-01T12:00:00
75.0,2021-05-01T13:00:00
75.0,2021-05-01T14:00:00
74.0,2021-05-01T15:00:00
75.0,2021-05-01T16:00:00
75.0,2021-05-01T17:00:00
77.0,2021-05-01T18:00:00
79.0,2021-05-01T19:00:00
83.0,2021-05-01T20:00:00
86.0,2021-05-01T21:00:00
88.0,2021-05-01T22:00:00
89.0,2021-05-01T23:00:00
90.0,2021-05-02T00:00:00
90.0,2021-05-01T01:00:00
91.0,2021-05-01T02:00:00
91.0,2021-05-01T03:00:00
91.0,2021-05-01T04:00:00
91.0,2021-05-01T05:00:00
90.0,2021-05-01T06:00:00
88.0,2021-05-01T07:00:00
86.0,2021-05-01T08:00:00
83.0,2021-05-01T09:00:00
81.0,2021-05-01T10:00:00
78.0,2021-05-01T11:00:00
77.0,2021-05-01T12:00:00
75.0,2021-05-01T13:00:00
74.0,2021-05-01T14:00:00
75.0,2021-05-01T15:00:00
75.0,2021-05-01T16:00:00
76.0,2021-05-01T17:00:00
77.0,2021-05-01T18:00:00
79.0,2021-05-01T19:00:00
83.0,2021-05-01T20:00:00
87.0,2021-05-01T21:00:00
88.0,2021-05-01T22:00:00
90.0,2021-05-01T23:00:00
91.0,2021-05-02T00:00:00
92.0,2021-05-01T01:00:00
93.0,2021-05-01T02:00:00
93.0,2021-05-01T03:00:00
94.0,2021-05-01T04:00:00
94.0,2021-05-01T05:00:00
92.0,2021-05-01T06:00:00
87.0,2021-05-01T07:00:00
81.0,2021-05-01T08:00:00
76.0,2021-05-01T09:00:00
71.0,2021-05-01T10:00:00
66.0,2021-05-01T11:00:00
63.0,2021-05-01T12:00:00
60.0,2021-05-01T13:00:00
58.0,2021-05-01T14:00:00
57.0,2021-05-01T15:00:00
57.0,2021-05-01T16:00:00
58.0,2021-05-01T17:00:00
60.0,2021-05-01T18:00:00
65.0,2021-05-01T19:00:00
72.0,2021-05-01T20:00:00
78.0,2021-05-01T21:00:00
82.0,2021-05-01T22:00:00
84.0,2021-05-01T23:00:00
87.0,2021-05-02T00:00:00
88.0,2021-05-01T01:00:00
89.0,2021-05-01T02:00:00
90.0,2021-05-01T03:00:00
91.0,2021-05-01T04:00:00
91.0,2021-05-01T05:00:00
88.0,2021-05-01T06:00:00
83.0,2021-05-01T07:00:00
76.0,2021-05-01T08:00:00
71.0,2021-05-01T09:00:00
66.0,2021-05-01T10:00:00
63.0,2021-05-01T11:00:00
60.0,2021-05-01T12:00:00
58.0,2021-05-01T13:00:00
55.0,2021-05-01T14:00:00
54.0,2021-05-01T15:00:00
53.0,2021-05-01T16:00:00
53.0,2021-05-01T17:00:00
54.0,2021-05-01T18:00:00
57.0,2021-05-01T19:00:00
64.0,2021-05-01T20:00:00
73.0,2021-05-01T21:00:00
78.0,2021-05-01T22:00:00
82.0,2021-05-01T23:00:00
85.0,2021-05-02T00:00:00
87.0,2021-05-01T01:00:00
89.0,2021-05-01T02:00:00
90.0,2021-05-01T03:00:00
92.0,2021-05-01T04:00:00
92.0,2021-05-01T05:00:00
87.0,2021-05-01T06:00:00
79.0,2021-05-01T07:00:00
71.0,2021-05-01T08:00:00
63.0,2021-05-01T09:00:00
56.0,2021-05-01T10:00:00
52.0,2021-05-01T11:00:00
49.0,2021-05-01T12:00:00
47.0,2021-05-01T13:00:00
45.0,2021-05-01T14:00:00
44.0,2021-05-01T15:00:00
44.0,2021-05-01T16:00:00
44.0,2021-05-01T17:00:00
45.0,2021-05-01T18:00:00
47.0,2021-05-01T19:00:00
55.0,2021-05-01T20:00:00
65.0,2021-05-01T21:00:00
71.0,2021-05-01T22:00:00
75.0,2021-05-01T23:00:00
79.0,2021-05-02T00:00:00
81.0,2021-05-01T01:00:00
84.0,2021-05-01T02:00:00
86.0,2021-05-01T03:00:00
87.0,2021-05-01T04:00:00
88.0,2021-05-01T05:00:00
81.0,2021-05-01T06:00:00
71.0,2021-05-01T07:00:00
61.0,2021-05-01T08:00:00
53.0,2021-05-01T09:00:00
48.0,2021-05-01T10:00:00
45.0,2021-05-01T11:00:00
43.0,2021-05-01T12:00:00
41.0,2021-05-01T13:00:00
40.0,2021-05-01T14:00:00
39.0,2021-05-01T15:00:00
38.0,2021-05-01T16:00:00
38.0,2021-05-01T17:00:00
39.0,2021-05-01T18:00:00
42.0,2021-05-01T19:00:00
50.0,2021-05-01T20:00:00
61.0,2021-05-01T21:00:00
68.0,2021-05-01T22:00:00
73.0,2021-05-01T23:00:00
76.0,2021-05-02T00:00:00
79.0,2021-06-01T01:00:00
81.0,2021-06-01T02:00:00
83.0,2021-06-01T03:00:00
85.0,2021-06-01T04:00:00
85.0,2021-06-01T05:00:00
78.0,2021-06-01T06:00:00
68.0,2021-06-01T07:00:00
58.0,2021-06-01T08:00:00
50.0,2021-06-01T09:00:00
44.0,2021-06-01T10:00:00
42.0,2021-06-01T11:00:00
41.0,2021-06-01T12:00:00
40.0,2021-06-01T13:00:00
39.0,2021-06-01T14:00:00
38.0,2021-06-01T15:00:00
38.0,2021-06-01T16:00:00
39.0,2021-06-01T17:00:00
41.0,2021-06-01T18:00:00
45.0,2021-06-01T19:00:00
52.0,2021-06-01T20:00:00
60.0,2021-06-01T21:00:00
65.0,2021-06-01T22:00:00
69.0,2021-06-01T23:00:00
72.0,2021-06-02T00:00:00
75.0,2021-06-01T01:00:00
77.0,2021-06-01T02:00:00
79.0,2021-06-01T03:00:00
81.0,2021-06-01T04:00:00
82.0,2021-06-01T05:00:00
78.0,2021-06-01T06:00:00
69.0,2021-06-01T07:00:00
61.0,2021-06-01T08:00:00
55.0,2021-06-01T09:00:00
50.0,2021-06-01T10:00:00
46.0,2021-06-01T11:00:00
44.0,2021-06-01T12:00:00
42.0,2021-06-01T13:00:00
40.0,2021-06-01T14:00:00
40.0,2021-06-01T15:00:00
39.0,2021-06-01T16:00:00
40.0,2021-06-01T17:00:00
41.0,2021-06-01T18:00:00
46.0,2021-06-01T19:00:00
54.0,2021-06-01T20:00:00
61.0,2021-06-01T21:00:00
66.0,2021-06-01T22:00:00
69.0,2021-06-01T23:00:00
71.0,2021-06-02T00:00:00
73.0,2021-06-01T01:00:00
75.0,2021-06-01T02:00:00
77.0,2021-06-01T03:00:00
79.0,2021-06-01T04:00:00
79.0,2021-06-01T05:00:00
75.0,2021-06-01T06:00:00
68.0,2021-06-01T07:00:00
62.0,2021-06-01T08:00:00
57.0,2021-06-01T09:00:00
54.0,2021-06-01T10:00:00
51.0,2021-06-01T11:00:00
49.0,2021-06-01T12:00:00
49.0,2021-06-01T13:00:00
48.0,2021-06-01T14:00:00
49.0,2021-06-01T15:00:00
50.0,2021-06-01T16:00:00
53.0,2021-06-01T17:00:00
56.0,2021-06-01T18:00:00
61.0,2021-06-01T19:00:00
68.0,2021-06-01T20:00:00
73.0,2021-06-01T21:00:00
76.0,2021-06-01T22:00:00
79.0,2021-06-01T23:00:00
80.0,2021-06-02T00:00:00
82.0,2021-06-01T01:00:00
83.0,2021-06-01T02:00:00
84.0,2021-06-01T03:00:00
85.0,2021-06-01T04:00:00
85.0,2021-06-01T05:00:00
83.0,2021-06-01T06:00:00
79.0,2021-06-01T07:00:00
74.0,2021-06-01T08:00:00
69.0,2021-06-01T09:00:00
64.0,2021-06-01T10:00:00
61.0,2021-06-01T11:00:00
58.0,2021-06-01T12:00:00
57.0,2021-06-01T13:00:00
57.0,2021-06-01T14:00:00
58.0,2021-06-01T15:00:00
60.0,2021-06-01T16:00:00
62.0,2021-06-01T17:00:00
65.0,2021-06-01T18:00:00
70.0,2021-06-01T19:00:00
76.0,2021-06-01T20:00:00
81.0,2021-06-01T21:00:00
84.0,2021-06-01T22:00:00
87.0,2021-06-01T23:00:00
88.0,2021-06-02T00:00:00
89.0,2021-06-01T01:00:00
91.0,2021-06-01T02:00:00
92.0,2021-06-01T03:00:00
92.0,2021-06-01T04:00:00
92.0,2021-06-01T05:00:00
89.0,2021-06-01T06:00:00
84.0,2021-06-01T07:00:00
79.0,2021-06-01T08:00:00
75.0,2021-06-01T09:00:00
72.0,2021-06-01T10:00:00
69.0,2021-06-01T11:00:00
68.0,2021-06-01T12:00:00
67.0,2021-06-01T13:00:00
68.0,2021-06-01T14:00:00
70.0,2021-06-01T15:00:00
72.0,2021-06-01T16:00:00
74.0,2021-06-01T17:00:00
78.0,2021-06-01T18:00:00
81.0,2021-06-01T19:00:00
85.0,2021-06-01T20:00:00
87.0,2021-06-01T21:00:00
89.0,2021-06-01T22:00:00
90.0,2021-06-01T23:00:00
91.0,2021-06-02T00:00:00
91.0,2021-06-01T01:00:00
92.0,2021-06-01T02:00:00
93.0,2021-06-01T03:00:00
93.0,2021-06-01T04:00:00
93.0,2021-06-01T05:00:00
92.0,2021-06-01T06:00:00
91.0,2021-06-01T07:00:00
89.0,2021-06-01T08:00:00
87.0,2021-06-01T09:00:00
84.0,2021-06-01T10:00:00
81.0,2021-06-01T11:00:00
79.0,2021-06-01T12:00:00
78.0,2021-06-01T13:00:00
78.0,2021-06-01T14:00:00
77.0,2021-06-01T15:00:00
77.0,2021-06-01T16:00:00
78.0,2021-06-01T17:00:00
80.0,2021-06-01T18:00:00
82.0,2021-06-01T19:00:00
85.0,2021-06-01T20:00:00
88.0,2021-06-01T21:00:00
90.0,2021-06-01T22:00:00
91.0,2021-06-01T23:00:00
92.0,2021-06-02T00:00:00
92.0,2021-06-01T01:00:00
93.0,2021-06-01T02:00:00
94.0,2021-06-01T03:00:00
94.0,2021-06-01T04:00:00
94.0,2021-06-01T05:00:00
92.0,2021-06-01T06:00:00
89.0,2021-06-01T07:00:00
85.0,2021-06-01T08:00:00
81.0,2021-06-01T09:00:00
78.0,2021-06-01T10:00:00
75.0,2021-06-01T11:00:00
72.0,2021-06-01T12:00:00
70.0,2021-06-01T13:00:00
69.0,2021-06-01T14:00:00
69.0,2021-06-01T15:00:00
69.0,2021-06-01T16:00:00
69.0,2021-06-01T17:00:00
72.0,2021-06-01T18:00:00
75.0,2021-06-01T19:00:00
79.0,2021-06-01T20:00:00
84.0,2021-06-01T21:00:00
87.0,2021-06-01T22:00:00
89.0,2021-06-01T23:00:00
90.0,2021-06-02T00:00:00
91.0,2021-06-01T01:00:00
92.0,2021-06-01T02:00:00
93.0,2021-06-01T03:00:00
93.0,2021-06-01T04:00:00
93.0,2021-06-01T05:00:00
91.0,2021-06-01T06:00:00
86.0,2021-06-01T07:00:00
81.0,2021-06-01T08:00:00
76.0,2021-06-01T09:00:00
71.0,2021-06-01T10:00:00
67.0,2021-06-01T11:00:00
64.0,2021-06-01T12:00:00
62.0,2021-06-01T13:00:00
60.0,2021-06-01T14:00:00
59.0,2021-06-01T15:00:00
60.0,2021-06-01T16:00:00
61.0,2021-06-01T17:00:00
63.0,2021-06-01T18:00:00
67.0,2021-06-01T19:00:00
72.0,2021-06-01T20:00:00
79.0,2021-06-01T21:00:00
83.0,2021-06-01T22:00:00
86.0,2021-06-01T23:00:00
87.0,2021-06-02T00:00:00
89.0,2021-06-01T01:00:00
90.0,2021-06-01T02:00:00
91.0,2021-06-01T03:00:00
92.0,2021-06-01T04:00:00
92.0,2021-06-01T05:00:00
88.0,2021-06-01T06:00:00
81.0,2021-06-01T07:00:00
74.0,2021-06-01T08:00:00
68.0,2021-06-01T09:00:00
63.0,2021-06-01T10:00:00
60.0,2021-06-01T11:00:00
58.0,2021-06-01T12:00:00
56.0,2021-06-01T13:00:00
56.0,2021-06-01T14:00:00
56.0,2021-06-01T15:00:00
57.0,2021-06-01T16:00:00
58.0,2021-06-01T17:00:00
61.0,2021-06-01T18:00:00
65.0,2021-06-01T19:00:00
72.0,2021-06-01T20:00:00
78.0,2021-06-01T21:00:00
83.0,2021-06-01T22:00:00
86.0,2021-06-01T23:00:00
88.0,2021-06-02T00:00:00
90.0,2021-06-01T01:00:00
91.0,2021-06-01T02:00:00
92.0,2021-06-01T03:00:00
93.0,2021-06-01T04:00:00
93.0,2021-06-01T05:00:00
89.0,2021-06-01T06:00:00
81.0,2021-06-01T07:00:00
73.0,2021-06-01T08:00:00
67.0,2021-06-01T09:00:00
61.0,2021-06-01T10:00:00
57.0,2021-06-01T11:00:00
56.0,2021-06-01T12:00:00
54.0,2021-06-01T13:00:00
53.0,2021-06-01T14:00:00
52.0,2021-06-01T15:00:00
53.0,2021-06-01T16:00:00
54.0,2021-06-01T17:00:00
55.0,2021-06-01T18:00:00
60.0,2021-06-01T19:00:00
66.0,2021-06-01T20:00:00
75.0,2021-06-01T21:00:00
80.0,2021-06-01T22:00:00
83.0,2021-06-01T23:00:00
86.0,2021-06-02T00:00:00
88.0,2021-06-01T01:00:00
89.0,2021-06-01T02:00:00
91.0,2021-06-01T03:00:00
91.0,2021-06-01T04:00:00
92.0,2021-06-01T05:00:00
87.0,2021-06-01T06:00:00
79.0,2021-06-01T07:00:00
71.0,2021-06-01T08:00:00
63.0,2021-06-01T09:00:00
58.0,2021-06-01T10:00:00
54.0,2021-06-01T11:00:00
52.0,2021-06-01T12:00:00
50.0,2021-06-01T13:00:00
49.0,2021-06-01T14:00:00
49.0,2021-06-01T15:00:00
49.0,2021-06-01T16:00:00
50.0,2021-06-01T17:00:00
52.0,2021-06-01T18:00:00
